primary_label,secondary_labels,type,latitude,longitude,scientific_name,common_name,author,license,rating,url,filename,duration
cohmar1,[],"['flight call', 'song']",45.6851,11.0856,Delichon urbicum,Common House-Martin,Roberto Lerco,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,https://www.xeno-canto.org/133444,cohmar1/XC133444.ogg,72.4375625
cohmar1,[],"['begging call', 'call']",47.6721,9.4093,Delichon urbicum,Common House-Martin,Matthias Hemprich,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,https://www.xeno-canto.org/144305,cohmar1/XC144305.ogg,17.68490625
cohmar1,[],['alarm call'],50.738,9.6649,Delichon urbicum,Common House-Martin,Matthias Hemprich,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,https://www.xeno-canto.org/146742,cohmar1/XC146742.ogg,17.3714375
cohmar1,[],"['begging call', 'female', 'juvenile', 'male']",62.5528,31.221,Delichon urbicum,Common House-Martin,Andre et Odile BOUCHER,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,https://www.xeno-canto.org/158476,cohmar1/XC158476.ogg,41.92653125
cohmar1,[],"['Aggression between the juveniles', 'begging call', 'call']",47.9964,10.9536,Delichon urbicum,Common House-Martin,Beatrix Saadi-Varchmin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/187150,cohmar1/XC187150.ogg,47.54284375
cohmar1,[],"['female', 'flight call', 'juvenile', 'male']",39.3334,16.5442,Delichon urbicum,Common House-Martin,Francesco Sottile,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/188328,cohmar1/XC188328.ogg,82.248
cohmar1,[],['flight call'],50.7566,3.3191,Delichon urbicum,Common House-Martin,Eddy Scheinpflug,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/192040,cohmar1/XC192040.ogg,13.992
cohmar1,[],['flight call'],42.9601,9.4517,Delichon urbicum,Common House-Martin,Jerome Fischer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/246975,cohmar1/XC246975.ogg,6.84409375
cohmar1,[],"['alarm call', 'call', 'flight call']",46.1588,8.9538,Delichon urbicum,Common House-Martin,Lüthi Thomas,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/267903,cohmar1/XC267903.ogg,18.91265625
cohmar1,[],['call'],58.4576,14.4631,Delichon urbicum,Common House-Martin,Patrik Åberg,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,https://www.xeno-canto.org/27278,cohmar1/XC27278.ogg,65.358375
cohmar1,[],['call'],58.4576,14.4631,Delichon urbicum,Common House-Martin,Patrik Åberg,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,https://www.xeno-canto.org/27279,cohmar1/XC27279.ogg,35.9445
cohmar1,[],['flight call'],42.827,13.7118,Delichon urbicum,Common House-Martin,Dimitri,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/330283,cohmar1/XC330283.ogg,25.12978125
cohmar1,[],['begging call'],41.3359,0.737,Delichon urbicum,Common House-Martin,Jordi Calvet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/330645,cohmar1/XC330645.ogg,17.688
cohmar1,[],"['begging call', 'call']",41.3359,0.737,Delichon urbicum,Common House-Martin,Jordi Calvet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/337360,cohmar1/XC337360.ogg,34.464
cohmar1,[],"['begging call', 'call']",41.3359,0.737,Delichon urbicum,Common House-Martin,Jordi Calvet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/337361,cohmar1/XC337361.ogg,17.568
cohmar1,[],"['begging call', 'call']",41.3359,0.737,Delichon urbicum,Common House-Martin,Jordi Calvet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/337362,cohmar1/XC337362.ogg,9.432
cohmar1,[],"['alarm call', 'call']",41.3359,0.737,Delichon urbicum,Common House-Martin,Jordi Calvet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/337363,cohmar1/XC337363.ogg,36.552
cohmar1,[],['flight call'],48.8212,6.8256,Delichon urbicum,Common House-Martin,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/374175,cohmar1/XC374175.ogg,84.349375
cohmar1,[],"['alarm call', 'call', 'calls from the nest', 'flight call', 'song']",48.8212,6.8256,Delichon urbicum,Common House-Martin,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/374176,cohmar1/XC374176.ogg,99.47428125
cohmar1,[],['flight call'],37.8704,-6.7871,Delichon urbicum,Common House-Martin,Esperanza Poveda,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/377658,cohmar1/XC377658.ogg,15.75184375
cohmar1,[],['flight call'],37.8704,-6.7871,Delichon urbicum,Common House-Martin,Esperanza Poveda,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/377659,cohmar1/XC377659.ogg,5.7730625
cohmar1,[],['flight call'],37.8704,-6.7871,Delichon urbicum,Common House-Martin,Esperanza Poveda,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/377660,cohmar1/XC377660.ogg,29.38775
cohmar1,[],['song'],51.5048,-0.0786,Delichon urbicum,Common House-Martin,David Darrell-Lambert,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/377793,cohmar1/XC377793.ogg,24.96
cohmar1,[],"['begging call', 'call', 'calls from the nest', 'juvenile']",43.5089,3.5139,Delichon urbicum,Common House-Martin,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/378657,cohmar1/XC378657.ogg,29.448
cohmar1,[],['call'],51.7868,4.7939,Delichon urbicum,Common House-Martin,Twan Mols,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/379716,cohmar1/XC379716.ogg,44.51265625
cohmar1,[],['flight call'],52.1349,5.0666,Delichon urbicum,Common House-Martin,Frank Roos,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/380586,cohmar1/XC380586.ogg,6.9224375
cohmar1,[],"['begging call', 'juvenile']",46.3122,-0.9957,Delichon urbicum,Common House-Martin,JACOB Hervé,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/381230,cohmar1/XC381230.ogg,53.91675
cohmar1,[],['call'],64.2642,20.186,Delichon urbicum,Common House-Martin,Lars Edenius,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/381686,cohmar1/XC381686.ogg,19.392
cohmar1,[],"['call', 'flight call']",39.8276,-6.0577,Delichon urbicum,Common House-Martin,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/423887,cohmar1/XC423887.ogg,6.4
cohmar1,[],"['call', 'flight call']",39.8276,-6.0577,Delichon urbicum,Common House-Martin,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/423888,cohmar1/XC423888.ogg,18.36409375
cohmar1,[],"['call', 'flight call']",39.8276,-6.0577,Delichon urbicum,Common House-Martin,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/423889,cohmar1/XC423889.ogg,22.23021875
cohmar1,[],"['call', 'female', 'flight call', 'juvenile', 'male']",53.1234,-1.9189,Delichon urbicum,Common House-Martin,Dominic Garcia-Hall,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/429761,cohmar1/XC429761.ogg,21.76
cohmar1,[],['song'],44.7653,3.6981,Delichon urbicum,Common House-Martin,Vincent Pourchaire,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/431719,cohmar1/XC431719.ogg,65.46284375
cohmar1,[],"['male', 'song']",68.8595,18.3517,Delichon urbicum,Common House-Martin,Karl-Birger Strann,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/443565,cohmar1/XC443565.ogg,19.824
cohmar1,[],['call'],68.8595,18.3517,Delichon urbicum,Common House-Martin,Karl-Birger Strann,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/443568,cohmar1/XC443568.ogg,16.44
cohmar1,[],['call'],40.8891,-6.9619,Delichon urbicum,Common House-Martin,João Tomás,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/459849,cohmar1/XC459849.ogg,63.58203125
cohmar1,[],"['call', 'flight call']",42.965,9.4512,Delichon urbicum,Common House-Martin,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/471773,cohmar1/XC471773.ogg,42.68409375
cohmar1,[],['flight call'],33.1586,-4.1208,Delichon urbicum,Common House-Martin,Geoffrey Monchaux,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/473667,cohmar1/XC473667.ogg,75.12815625
cohmar1,[],"['begging call', 'juvenile']",37.1296,-8.5757,Delichon urbicum,Common House-Martin,Lars Lachmann,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/485333,cohmar1/XC485333.ogg,64.4963125
cohmar1,[],"['call', 'flight call']",49.3481,20.1193,Delichon urbicum,Common House-Martin,Ireneusz Oleksik,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/492092,cohmar1/XC492092.ogg,58.07021875
cohmar1,[],"['call', 'flight call']",49.3481,20.1193,Delichon urbicum,Common House-Martin,Ireneusz Oleksik,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/492093,cohmar1/XC492093.ogg,70.45225
cohmar1,[],['flight call'],49.3481,20.1193,Delichon urbicum,Common House-Martin,Ireneusz Oleksik,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/492095,cohmar1/XC492095.ogg,5.093875
cohmar1,[],"['adult', 'flight call', 'sex uncertain']",41.1684,0.974,Delichon urbicum,Common House-Martin,Xavier Riera,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/541840,cohmar1/XC541840.ogg,15.307
cohmar1,[],"['adult', 'flight call']",41.1684,0.974,Delichon urbicum,Common House-Martin,Xavier Riera,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/550877,cohmar1/XC550877.ogg,13.583
cohmar1,[],['flight call'],37.1379,-7.6303,Delichon urbicum,Common House-Martin,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/551216,cohmar1/XC551216.ogg,8.784
cohmar1,[],['flight call'],37.1379,-7.6303,Delichon urbicum,Common House-Martin,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/551226,cohmar1/XC551226.ogg,5.904
cohmar1,[],['flight call'],37.1379,-7.6303,Delichon urbicum,Common House-Martin,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/551235,cohmar1/XC551235.ogg,5.592
cohmar1,[],['flight call'],37.1379,-7.6303,Delichon urbicum,Common House-Martin,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/553549,cohmar1/XC553549.ogg,3.072
cohmar1,[],"['""tjirr""', 'flight call', 'trill']",48.841,1.9769,Delichon urbicum,Common House-Martin,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/556849,cohmar1/XC556849.ogg,2.736
cohmar1,[],['flight call'],48.841,1.9769,Delichon urbicum,Common House-Martin,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/556858,cohmar1/XC556858.ogg,85.224
cohmar1,[],['flight call'],40.7375,-3.7485,Delichon urbicum,Common House-Martin,Jose A. Neila Ballesteros,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/556948,cohmar1/XC556948.ogg,31.451
cohmar1,[],"['adult', 'call', 'flight call', 'sex uncertain']",57.2636,-3.6541,Delichon urbicum,Common House-Martin,Peter Stronach,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/570017,cohmar1/XC570017.ogg,7.20978125
cohmar1,[],"['adult', 'call', 'flight call', 'song']",50.45,3.6823,Delichon urbicum,Common House-Martin,Alain Malengreau,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/574930,cohmar1/XC574930.ogg,6.582
cohmar1,[],"['adult', 'call', 'flight call', 'song']",50.45,3.6823,Delichon urbicum,Common House-Martin,Alain Malengreau,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/574934,cohmar1/XC574934.ogg,15.6
cohmar1,[],"['adult', 'call', 'flight call']",50.45,3.6823,Delichon urbicum,Common House-Martin,Alain Malengreau,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/574936,cohmar1/XC574936.ogg,3.16
cohmar1,[],"['adult', 'sex uncertain', 'song']",52.0165,-8.5699,Delichon urbicum,Common House-Martin,Michael John O Mahony,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/581664,cohmar1/XC581664.ogg,74.475
cohmar1,[],"['adult', 'call', 'flight call']",54.4894,-6.3813,Delichon urbicum,Common House-Martin,Oscar Campbell,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/582255,cohmar1/XC582255.ogg,87.588
cohmar1,[],"['alarm call', 'flight call']",39.4589,-8.0716,Delichon urbicum,Common House-Martin,Paulo Alves,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/620097,cohmar1/XC620097.ogg,5.088
cohmar1,[],"['adult', 'call', 'flight call', 'sex uncertain']",49.878,19.2092,Delichon urbicum,Common House-Martin,Karol Łanocha,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/649870,cohmar1/XC649870.ogg,7.758
cohmar1,[],"['call', 'flight call']",58.7678,23.4532,Delichon urbicum,Common House-Martin,Uku Paal,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/656615,cohmar1/XC656615.ogg,42.288
cohmar1,[],['call'],63.8313,20.2607,Delichon urbicum,Common House-Martin,Lars Edenius,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/659403,cohmar1/XC659403.ogg,11.616
cohmar1,[],"['flight call', 'nocturnal flight call']",54.1818,-0.3203,Delichon urbicum,Common House-Martin,Will Scott,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/663938,cohmar1/XC663938.ogg,6.948
cohmar1,[],"['alarm call', 'flight call', 'life stage uncertain', 'sex uncertain']",41.1698,0.9761,Delichon urbicum,Common House-Martin,Xavier Riera,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/664013,cohmar1/XC664013.ogg,5.256
cohmar1,[],"['flight call', 'nocturnal flight call']",54.1818,-0.3203,Delichon urbicum,Common House-Martin,Will Scott,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/664235,cohmar1/XC664235.ogg,6.478
cohmar1,[],"['begging call', 'call', 'juvenile']",45.1861,18.296,Delichon urbicum,Common House-Martin,Domagoj Tomičić,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/666597,cohmar1/XC666597.ogg,26.723
cohmar1,[],['flight call'],41.8074,-8.8626,Delichon urbicum,Common House-Martin,Jorge Leitão,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/666601,cohmar1/XC666601.ogg,17.423
cohmar1,[],['flight call'],52.2321,-8.6701,Delichon urbicum,Common House-Martin,Irish Wildlife Sounds,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/666920,cohmar1/XC666920.ogg,12.199
cohmar1,[],['flight call'],52.5603,-6.2027,Delichon urbicum,Common House-Martin,Irish Wildlife Sounds,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,http://xeno-canto.org/667942,cohmar1/XC667942.ogg,15.621
cohmar1,[],['flight call'],41.8074,-8.8626,Delichon urbicum,Common House-Martin,Jorge Leitão,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,http://xeno-canto.org/670101,cohmar1/XC670101.ogg,8.176
cohmar1,[],['call'],39.1354,25.9287,Delichon urbicum,Common House-Martin,Jonathan Bryant,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,http://xeno-canto.org/671706,cohmar1/XC671706.ogg,17.371
cohmar1,[],"['life stage uncertain', 'nocturnal flight call', 'sex uncertain']",58.7396,17.8657,Delichon urbicum,Common House-Martin,Alan Dalton,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,http://xeno-canto.org/672934,cohmar1/XC672934.ogg,40.152
cohmar1,[],"['life stage uncertain', 'nocturnal flight call', 'sex uncertain']",41.1698,0.9761,Delichon urbicum,Common House-Martin,Xavier Riera,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,http://xeno-canto.org/673048,cohmar1/XC673048.ogg,25.032
cohmar1,[],"['life stage uncertain', 'nocturnal flight call', 'sex uncertain']",41.1698,0.9761,Delichon urbicum,Common House-Martin,Xavier Riera,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,http://xeno-canto.org/674439,cohmar1/XC674439.ogg,12.0
cohmar1,[],"['alarm call', 'nocturnal flight call']",51.4812,-9.7785,Delichon urbicum,Common House-Martin,Irish Wildlife Sounds,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,http://xeno-canto.org/686760,cohmar1/XC686760.ogg,36.937
cohmar1,[],['flight call'],52.139,-8.6539,Delichon urbicum,Common House-Martin,Irish Wildlife Sounds,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,http://xeno-canto.org/687542,cohmar1/XC687542.ogg,31.242
cohmar1,[],[''],39.8769,-4.6432,Delichon urbicum,Common House-Martin,Javier García Sáez,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/700321,cohmar1/XC700321.ogg,90.64490625
cohmar1,[],[''],41.7993,-8.867,Delichon urbicum,Common House-Martin,Jorge Leitão,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/713329,cohmar1/XC713329.ogg,5.276
cohmar1,[],[''],41.7993,-8.867,Delichon urbicum,Common House-Martin,Jorge Leitão,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/713332,cohmar1/XC713332.ogg,5.302
cohmar1,[],[''],41.7993,-8.867,Delichon urbicum,Common House-Martin,Jorge Leitão,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/713342,cohmar1/XC713342.ogg,6.844
cohmar1,[],[''],41.7993,-8.867,Delichon urbicum,Common House-Martin,Jorge Leitão,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/713369,cohmar1/XC713369.ogg,7.418
cohmar1,[],[''],41.2243,1.7254,Delichon urbicum,Common House-Martin,Sergi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/716872,cohmar1/XC716872.ogg,8.777
cohmar1,[],[''],51.5552,105.1148,Delichon urbicum,Common House-Martin,Geoff Carey,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/721436,cohmar1/XC721436.ogg,33.792
cohmar1,[],[''],51.5552,105.1148,Delichon urbicum,Common House-Martin,Geoff Carey,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/721437,cohmar1/XC721437.ogg,67.992
cohmar1,[],[''],39.8769,-4.6432,Delichon urbicum,Common House-Martin,Javier García Sáez,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/722476,cohmar1/XC722476.ogg,79.8
cohmar1,[],[''],39.8769,-4.6432,Delichon urbicum,Common House-Martin,Javier García Sáez,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/722482,cohmar1/XC722482.ogg,78.792
cohmar1,[],[''],63.5988,20.7618,Delichon urbicum,Common House-Martin,Lars Edenius,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/727115,cohmar1/XC727115.ogg,26.208
cohmar1,[],[''],47.4829,7.4559,Delichon urbicum,Common House-Martin,Nicolas Martinez,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/727373,cohmar1/XC727373.ogg,53.544
cohmar1,[],[''],47.808,16.9177,Delichon urbicum,Common House-Martin,Leander Khil,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/729379,cohmar1/XC729379.ogg,24.336
cohmar1,[],[''],40.35,-5.775,Delichon urbicum,Common House-Martin,Fernando aranguren jiménez,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/730813,cohmar1/XC730813.ogg,74.736
cohmar1,[],[''],40.3479,-5.7745,Delichon urbicum,Common House-Martin,Fernando aranguren jiménez,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/730815,cohmar1/XC730815.ogg,40.855
cohmar1,[],[''],41.2243,1.7254,Delichon urbicum,Common House-Martin,Sergi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/731037,cohmar1/XC731037.ogg,3.291
cohmar1,[],[''],41.2243,1.7254,Delichon urbicum,Common House-Martin,Sergi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/733048,cohmar1/XC733048.ogg,10.37
cohmar1,[],[''],47.4829,7.4559,Delichon urbicum,Common House-Martin,Nicolas Martinez,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/735241,cohmar1/XC735241.ogg,61.488
cohmar1,[],[''],47.4829,7.4559,Delichon urbicum,Common House-Martin,Nicolas Martinez,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/735242,cohmar1/XC735242.ogg,17.952
cohmar1,[],[''],41.8074,-8.8626,Delichon urbicum,Common House-Martin,Jorge Leitão,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/738041,cohmar1/XC738041.ogg,7.444
cohmar1,[],[''],37.1261,-6.4936,Delichon urbicum,Common House-Martin,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/739316,cohmar1/XC739316.ogg,17.448
cohmar1,[],[''],41.7993,-8.867,Delichon urbicum,Common House-Martin,Jorge Leitão,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/742048,cohmar1/XC742048.ogg,5.146
cohmar1,[],[''],57.7354,10.6299,Delichon urbicum,Common House-Martin,Manuel Tacke,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/742522,cohmar1/XC742522.ogg,24.764
cohmar1,[],[''],37.1357,-7.6138,Delichon urbicum,Common House-Martin,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/743059,cohmar1/XC743059.ogg,77.688
cohmar1,[],[''],43.6119,11.8586,Delichon urbicum,Common House-Martin,Filippo Ceccolini,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/745787,cohmar1/XC745787.ogg,16.704
cohmar1,[],[''],47.4829,7.4559,Delichon urbicum,Common House-Martin,Nicolas Martinez,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/745910,cohmar1/XC745910.ogg,56.016
cohmar1,[],[''],41.2243,1.7254,Delichon urbicum,Common House-Martin,Sergi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/747302,cohmar1/XC747302.ogg,73.064
cohmar1,[],[''],46.2621,-0.2092,Delichon urbicum,Common House-Martin,Jack Berteau,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/749483,cohmar1/XC749483.ogg,20.95021875
cohmar1,[],[''],37.1319,-8.6047,Delichon urbicum,Common House-Martin,Jorge Leitão,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/751198,cohmar1/XC751198.ogg,17.266
colsun2,[],['call'],-6.6302,33.5445,Hedydipna collaris,Collared Sunbird,Thibaut Chansac,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/200609,colsun2/XC200609.ogg,24.2155
colsun2,[],"['call', 'song']",6.1782,-10.4846,Hedydipna collaris,Collared Sunbird,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/253652,colsun2/XC253652.ogg,22.02121875
colsun2,[],['call'],6.906,40.85,Hedydipna collaris,Collared Sunbird,Andrew Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/267756,colsun2/XC267756.ogg,53.112
colsun2,[],['call'],6.906,40.85,Hedydipna collaris,Collared Sunbird,Andrew Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/267758,colsun2/XC267758.ogg,55.896
colsun2,[],['call'],4.864,39.312,Hedydipna collaris,Collared Sunbird,Andrew Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/267760,colsun2/XC267760.ogg,39.96
colsun2,[],['call'],4.864,39.312,Hedydipna collaris,Collared Sunbird,Andrew Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/267761,colsun2/XC267761.ogg,12.864
colsun2,[],"['call', 'female']",-1.2051,36.857,Hedydipna collaris,Collared Sunbird,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/293906,colsun2/XC293906.ogg,83.25225
colsun2,[],"['begging call', 'juvenile']",6.9473,2.1418,Hedydipna collaris,Collared Sunbird,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/345101,colsun2/XC345101.ogg,27.271
colsun2,[],['call'],-0.636,34.117,Hedydipna collaris,Collared Sunbird,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/349228,colsun2/XC349228.ogg,26.906125
colsun2,[],['call'],-33.5311,26.6806,Hedydipna collaris,Collared Sunbird,Tim Cockcroft,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/378029,colsun2/XC378029.ogg,19.121625
