primary_label,secondary_labels,type,latitude,longitude,scientific_name,common_name,author,license,rating,url,filename
blakit1,[],['call'],5.3233,-4.6502,Milvus migrans,Black Kite,Étienne Leroy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/296008,blakit1/XC296008.ogg
blakit1,[],['call'],22.3744,31.6028,Milvus migrans,Black Kite,Tero Linjama,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/341266,blakit1/XC341266.ogg
blakit1,[],['call'],37.1058,-6.2577,Milvus migrans,Black Kite,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/381736,blakit1/XC381736.ogg
blakit1,[],['call'],34.9998,135.6909,Milvus migrans,Black Kite,Anon Torimi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/394020,blakit1/XC394020.ogg
blakit1,[],['call'],35.4501,136.2033,Milvus migrans,Black Kite,Anon Torimi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/404956,blakit1/XC404956.ogg
blakit1,[],['flight call'],43.3068,-0.4565,Milvus migrans,Black Kite,Bernard BOUSQUET,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/410418,blakit1/XC410418.ogg
blakit1,[],['call'],-25.0336,46.2934,Milvus migrans,Black Kite,Ross Gallardy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/418987,blakit1/XC418987.ogg
blakit1,[],['alarm call'],52.3281,13.6873,Milvus migrans,Black Kite,Sonnenburg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/424088,blakit1/XC424088.ogg
blakit1,[],['call'],37.1864,-6.2108,Milvus migrans,Black Kite,Joost van Bruggen,Creative Commons Attribution-ShareAlike 4.0,5.0,https://www.xeno-canto.org/431988,blakit1/XC431988.ogg
blakit1,[],['flight call'],46.3063,-1.3039,Milvus migrans,Black Kite,Jack Berteau,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/436199,blakit1/XC436199.ogg
blakit1,[],['flight call'],41.957,-8.7464,Milvus migrans,Black Kite,Jorge Leitão,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/467075,blakit1/XC467075.ogg
blakit1,[],['call'],37.1338,-6.4218,Milvus migrans,Black Kite,Thijs Fijen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/467754,blakit1/XC467754.ogg
blakit1,[],"['call', 'flight call']",52.0147,104.6768,Milvus migrans,Black Kite,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/485011,blakit1/XC485011.ogg
blakit1,[],"['call', 'flight call']",52.0147,104.6768,Milvus migrans,Black Kite,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/485012,blakit1/XC485012.ogg
blakit1,[],"['begging call', 'call', 'juvenile']",56.2113,46.0466,Milvus migrans,Black Kite,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/493733,blakit1/XC493733.ogg
blakit1,[],"['begging call', 'call', 'juvenile']",56.2113,46.0466,Milvus migrans,Black Kite,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/493736,blakit1/XC493736.ogg
blakit1,[],['flight call'],56.1377,47.353,Milvus migrans,Black Kite,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/495361,blakit1/XC495361.ogg
blakit1,[],['flight call'],56.1377,47.353,Milvus migrans,Black Kite,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/495362,blakit1/XC495362.ogg
blakit1,[],['call'],47.2848,103.9331,Milvus migrans,Black Kite,Oscar Campbell,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/495888,blakit1/XC495888.ogg
blakit1,[],"['song', 'wings beats']",44.2322,4.6858,Milvus migrans,Black Kite,Charlie Bodin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/543648,blakit1/XC543648.ogg
blakit1,[],"['flight call', 'life stage uncertain', 'sex uncertain']",42.7104,-8.7061,Milvus migrans,Black Kite,Jacobo Ramil MIllarengo,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/572731,blakit1/XC572731.ogg
blakit1,[],['uncertain'],56.2502,93.5502,Milvus migrans,Black Kite,Dmitry Kulakov,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/577174,blakit1/XC577174.ogg
blakit1,[],"['male', 'song']",40.7155,-3.8887,Milvus migrans,Black Kite,Jose A. Neila Ballesteros,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/578424,blakit1/XC578424.ogg
blakit1,[],"['male', 'song']",40.7155,-3.8887,Milvus migrans,Black Kite,Jose A. Neila Ballesteros,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/578425,blakit1/XC578425.ogg
blakit1,[],"['flight call', 'sex uncertain']",40.7155,-3.8887,Milvus migrans,Black Kite,Jose A. Neila Ballesteros,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/578427,blakit1/XC578427.ogg
blakit1,[],"['call', 'flight call']",40.7573,-3.8137,Milvus migrans,Black Kite,Jose A. Neila Ballesteros,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/579213,blakit1/XC579213.ogg
blakit1,[],"['call', 'sex uncertain']",19.1328,72.9152,Milvus migrans,Black Kite,Dhruba Saikia,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/583029,blakit1/XC583029.ogg
blakit1,[],['alarm call'],19.1328,72.9152,Milvus migrans,Black Kite,Dhruba Saikia,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/585190,blakit1/XC585190.ogg
blakit1,[],"['adult', 'call', 'sex uncertain']",45.7896,4.9776,Milvus migrans,Black Kite,Manceau Lionel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/628625,blakit1/XC628625.ogg
blakit1,[],"['adult', 'call', 'sex uncertain']",45.7896,4.9776,Milvus migrans,Black Kite,Manceau Lionel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/628626,blakit1/XC628626.ogg
blakit1,[],"['adult', 'call', 'sex uncertain']",45.7896,4.9776,Milvus migrans,Black Kite,Manceau Lionel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/628629,blakit1/XC628629.ogg
blakit1,[],['call'],25.2274,121.6434,Milvus migrans,Black Kite,Sunny Tseng,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/643685,blakit1/XC643685.ogg
blaplo1,[],['call'],-18.2059,21.7383,Vanellus armatus,Blacksmith Lapwing,George Wagner,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,https://www.xeno-canto.org/158060,blaplo1/XC158060.ogg
blaplo1,[],['flight call'],-25.3071,27.449,Vanellus armatus,Blacksmith Lapwing,Faansie Peacock,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/307244,blaplo1/XC307244.ogg
blaplo1,[],"['call', 'flight call']",-3.1755,35.499,Vanellus armatus,Blacksmith Lapwing,Bernard BOUSQUET,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/424998,blaplo1/XC424998.ogg
blaplo1,[],['alarm call'],-24.9279,31.5249,Vanellus armatus,Blacksmith Lapwing,Ted Floyd,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/429304,blaplo1/XC429304.ogg
blaplo1,[],['call'],-3.0278,35.0296,Vanellus armatus,Blacksmith Lapwing,Bernard BOUSQUET,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/437616,blaplo1/XC437616.ogg
blaplo1,[],['alarm call'],-1.5138,37.0511,Vanellus armatus,Blacksmith Lapwing,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/523632,blaplo1/XC523632.ogg
blaplo1,[],['call'],-18.8102,16.9407,Vanellus armatus,Blacksmith Lapwing,Jorge de Leon Cardozo & Susan Hochgraf,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/524653,blaplo1/XC524653.ogg
blaplo1,[],['call'],-3.3991,36.2643,Vanellus armatus,Blacksmith Lapwing,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/583522,blaplo1/XC583522.ogg
blaplo1,[],['call'],-3.3991,36.2643,Vanellus armatus,Blacksmith Lapwing,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/583523,blaplo1/XC583523.ogg
blaplo1,[],['call'],-3.3991,36.2643,Vanellus armatus,Blacksmith Lapwing,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/583524,blaplo1/XC583524.ogg
blaplo1,[],['call'],-11.9651,30.2346,Vanellus armatus,Blacksmith Lapwing,Dries Van de Loock,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/584705,blaplo1/XC584705.ogg
blaplo1,[],['call'],-11.9651,30.2346,Vanellus armatus,Blacksmith Lapwing,Dries Van de Loock,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/584706,blaplo1/XC584706.ogg
blaplo1,[],"['call', 'song']",-15.4004,28.2495,Vanellus armatus,Blacksmith Lapwing,Meena Haribal,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/613135,blaplo1/XC613135.ogg
blaplo1,[],['uncertain'],-25.3658,31.0204,Vanellus armatus,Blacksmith Lapwing,Paul Bourdin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/650876,blaplo1/XC650876.ogg
blbpuf2,[],"['female', 'male', 'song']",-1.237,36.817,Dryoscopus cubla,Black-backed Puffback,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/203654,blbpuf2/XC203654.ogg
blbpuf2,[],['call'],-0.3882,36.96,Dryoscopus cubla,Black-backed Puffback,Ciira Maina,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/298620,blbpuf2/XC298620.ogg
blbpuf2,[],['call'],-2.9843,38.0208,Dryoscopus cubla,Black-backed Puffback,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/363500,blbpuf2/XC363500.ogg
blbpuf2,[],['call'],-25.3193,31.0428,Dryoscopus cubla,Black-backed Puffback,Oscar Campbell,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/368150,blbpuf2/XC368150.ogg
blbpuf2,[],"['call', 'female']",-24.9814,31.4712,Dryoscopus cubla,Black-backed Puffback,Oscar Campbell,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/368159,blbpuf2/XC368159.ogg
blbpuf2,[],['call'],-16.6518,27.0688,Dryoscopus cubla,Black-backed Puffback,Derek Solomon,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/389413,blbpuf2/XC389413.ogg
blbpuf2,[],['call'],-33.5411,27.0406,Dryoscopus cubla,Black-backed Puffback,Tim Cockcroft,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/402896,blbpuf2/XC402896.ogg
blbpuf2,[],['call'],-29.8582,30.9842,Dryoscopus cubla,Black-backed Puffback,Mick (Mike) Jackson,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/408750,blbpuf2/XC408750.ogg
blbpuf2,[],['call'],-29.8582,30.9842,Dryoscopus cubla,Black-backed Puffback,Mick (Mike) Jackson,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/408751,blbpuf2/XC408751.ogg
blbpuf2,[],['call'],-10.7869,25.4884,Dryoscopus cubla,Black-backed Puffback,Robert Davis,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/409424,blbpuf2/XC409424.ogg
blbpuf2,[],['alarm call'],-26.7161,26.4933,Dryoscopus cubla,Black-backed Puffback,Tony Archer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/418715,blbpuf2/XC418715.ogg
blbpuf2,[],['call'],-24.1556,30.9443,Dryoscopus cubla,Black-backed Puffback,Paul Driver,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/444134,blbpuf2/XC444134.ogg
blbpuf2,[],"['adult', 'call', 'male']",-26.7163,26.4933,Dryoscopus cubla,Black-backed Puffback,Tony Archer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/520415,blbpuf2/XC520415.ogg
blbpuf2,[],"['adult', 'call', 'male']",-26.7733,26.6952,Dryoscopus cubla,Black-backed Puffback,Tony Archer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/526357,blbpuf2/XC526357.ogg
blbpuf2,[],"['adult', 'call', 'female']",-33.2945,26.5109,Dryoscopus cubla,Black-backed Puffback,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/539096,blbpuf2/XC539096.ogg
blbpuf2,[],"['call', 'song']",-11.4261,24.6602,Dryoscopus cubla,Black-backed Puffback,Dries Van de Loock,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/585225,blbpuf2/XC585225.ogg
blbpuf2,[],['song'],-2.9858,37.5975,Dryoscopus cubla,Black-backed Puffback,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/587611,blbpuf2/XC587611.ogg
blbpuf2,[],"['adult', 'call']",-2.9858,37.5975,Dryoscopus cubla,Black-backed Puffback,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/607147,blbpuf2/XC607147.ogg
blbpuf2,[],"['adult', 'call']",-2.9858,37.5975,Dryoscopus cubla,Black-backed Puffback,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/607148,blbpuf2/XC607148.ogg
blbpuf2,[],"['call', 'song']",-1.3352,36.7024,Dryoscopus cubla,Black-backed Puffback,Meena Haribal,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/608043,blbpuf2/XC608043.ogg
blbpuf2,[],"['call', 'song']",-1.3352,36.7024,Dryoscopus cubla,Black-backed Puffback,Meena Haribal,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/608044,blbpuf2/XC608044.ogg
blbpuf2,[],"['uncertain', 'whistle']",-2.9858,37.5975,Dryoscopus cubla,Black-backed Puffback,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/609347,blbpuf2/XC609347.ogg
blbpuf2,[],"['adult', 'call', 'sex uncertain']",-33.0624,26.5739,Dryoscopus cubla,Black-backed Puffback,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/644932,blbpuf2/XC644932.ogg
blbpuf2,[],"['adult', 'call', 'clicks', 'interaction calls', 'sex uncertain']",-2.9858,37.5975,Dryoscopus cubla,Black-backed Puffback,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,http://xeno-canto.org/692105,blbpuf2/XC692105.ogg
blcapa2,[],['song'],-1.0173,36.6781,Oreolais pulcher,Black-collared Apalis,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/289705,blcapa2/XC289705.ogg
blcapa2,[],['song'],-1.2051,36.857,Oreolais pulcher,Black-collared Apalis,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/294022,blcapa2/XC294022.ogg
blcapa2,[],['song'],6.0897,10.294,Oreolais pulcher,Black-collared Apalis,Paweł Szymański,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/296104,blcapa2/XC296104.ogg
blcapa2,[],"['communal chatter', 'song']",-0.5751,37.0833,Oreolais pulcher,Black-collared Apalis,Rolf A. de By,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/365020,blcapa2/XC365020.ogg
blfbus1,[],[''],-3.3345,36.8497,Telophorus nigrifrons,Black-fronted Bushshrike,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/703355,blfbus1/XC703355.ogg
blfbus1,[],[''],-0.3986,37.3087,Telophorus nigrifrons,Black-fronted Bushshrike,Lars Lachmann,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/753197,blfbus1/XC753197.ogg
blhgon1,[],['song'],8.1911,34.6448,Laniarius erythrogaster,Black-headed Gonolek,Andrew Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/267008,blhgon1/XC267008.ogg
blhgon1,[],['call'],8.1911,34.6448,Laniarius erythrogaster,Black-headed Gonolek,Andrew Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/267010,blhgon1/XC267010.ogg
blhgon1,[],['song'],-0.57,30.76,Laniarius erythrogaster,Black-headed Gonolek,Rolf A. de By,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/282044,blhgon1/XC282044.ogg
blhgon1,[],['call'],-0.6143,34.0906,Laniarius erythrogaster,Black-headed Gonolek,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/292111,blhgon1/XC292111.ogg
blhher1,[],['alarm call'],-0.5814,36.4757,Ardea melanocephala,Black-headed Heron,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/537730,blhher1/XC537730.ogg
blhher1,[],"['adult', 'call', 'flight call', 'sex uncertain']",-2.9858,37.5975,Ardea melanocephala,Black-headed Heron,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/654461,blhher1/XC654461.ogg
blhher1,[],[''],-33.3275,26.6453,Ardea melanocephala,Black-headed Heron,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/741404,blhher1/XC741404.ogg
blksaw1,[],['call'],6.686,39.7279,Psalidoprocne pristoptera,Black Sawwing,Andrew Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/210013,blksaw1/XC210013.ogg
blksaw1,[],['flight call'],-1.062,29.7865,Psalidoprocne pristoptera,Black Sawwing,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/236860,blksaw1/XC236860.ogg
blnmou1,[],"['adult', 'call', 'sex uncertain']",3.9746,38.3976,Urocolius macrourus,Blue-naped Mousebird,Barry Edmonston,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/531223,blnmou1/XC531223.ogg
blnmou1,[],[''],-2.9858,37.5975,Urocolius macrourus,Blue-naped Mousebird,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/718348,blnmou1/XC718348.ogg
blnwea1,[],['call'],5.35,-1.38,Ploceus nigricollis,Black-necked Weaver,Patrik Åberg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/399983,blnwea1/XC399983.ogg
blnwea1,[],"['adult', 'male', 'song']",-2.9858,37.5975,Ploceus nigricollis,Black-necked Weaver,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/603442,blnwea1/XC603442.ogg
blnwea1,[],"['call', 'male']",5.3254,-1.429,Ploceus nigricollis,Black-necked Weaver,Phil Gregory,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/612381,blnwea1/XC612381.ogg
bltapa1,[],['song'],6.09,10.2947,Apalis jacksoni,Black-throated Apalis,Paweł Szymański,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/296082,bltapa1/XC296082.ogg
bltapa1,[],[''],-0.3986,37.3087,Apalis jacksoni,Black-throated Apalis,Lars Lachmann,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/753191,bltapa1/XC753191.ogg
bltbar1,[],['call'],9.7811,44.4448,Tricholaema melanocephala,Black-throated Barbet,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/172905,bltbar1/XC172905.ogg
bltbar1,[],['call'],4.864,39.312,Tricholaema melanocephala,Black-throated Barbet,Andrew Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/216065,bltbar1/XC216065.ogg
bltbar1,[],['call'],4.864,39.312,Tricholaema melanocephala,Black-throated Barbet,Andrew Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/216066,bltbar1/XC216066.ogg
bltori1,[],['call'],-0.3833,37.3112,Oriolus percivali,Black-tailed Oriole,Simon Gillings,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/467702,bltori1/XC467702.ogg
bltori1,[],['song'],-0.351,35.319,Oriolus percivali,Black-tailed Oriole,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/537723,bltori1/XC537723.ogg
blwlap1,[],"['alarm call', 'call', 'flight call']",0.0033,36.9454,Vanellus melanopterus,Black-winged Lapwing,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/239814,blwlap1/XC239814.ogg
blwlap1,[],['call'],7.1112,39.7607,Vanellus melanopterus,Black-winged Lapwing,Andrew Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/267434,blwlap1/XC267434.ogg
blwlap1,[],['call'],-33.5411,27.0406,Vanellus melanopterus,Black-winged Lapwing,Tim Cockcroft,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/435486,blwlap1/XC435486.ogg
brcale1,[],['song'],0.8274,30.0397,Chamaetylas poliocephala,Brown-chested Alethe,Barry Edmonston,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/432529,brcale1/XC432529.ogg
brcsta1,[],['call'],6.906,40.85,Onychognathus salvadorii,Bristle-crowned Starling,Andrew Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/210318,brcsta1/XC210318.ogg
brcsta1,[],['call'],6.906,40.85,Onychognathus salvadorii,Bristle-crowned Starling,Andrew Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/210319,brcsta1/XC210319.ogg
brctch1,[],"['flight call', 'song']",6.1866,10.4813,Tchagra australis,Brown-crowned Tchagra,Michał Budka,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,https://www.xeno-canto.org/121090,brctch1/XC121090.ogg
brctch1,[],['song'],-0.636,34.117,Tchagra australis,Brown-crowned Tchagra,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/289506,brctch1/XC289506.ogg
brctch1,[],['call'],-2.5727,34.7597,Tchagra australis,Brown-crowned Tchagra,Bernard BOUSQUET,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/428615,brctch1/XC428615.ogg
brctch1,[],['call'],-23.6783,31.5437,Tchagra australis,Brown-crowned Tchagra,Toby Esplin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/446215,brctch1/XC446215.ogg
brctch1,[],"['adult', 'call']",-2.9858,37.5975,Tchagra australis,Brown-crowned Tchagra,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/598346,brctch1/XC598346.ogg
brctch1,[],"['adult', 'call', 'sex uncertain']",-2.9858,37.5975,Tchagra australis,Brown-crowned Tchagra,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/611560,brctch1/XC611560.ogg
brctch1,[],"['adult', 'flight call', 'sex uncertain', 'wing beats']",-2.9858,37.5975,Tchagra australis,Brown-crowned Tchagra,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/630901,brctch1/XC630901.ogg
brctch1,[],"['adult', 'alarm call', 'sex uncertain']",-2.9433,37.5081,Tchagra australis,Brown-crowned Tchagra,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/652329,brctch1/XC652329.ogg
brican1,[],['call'],-2.5477,36.7873,Crithagra sulphurata,Brimstone Canary,Rolf A. de By,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/472388,brican1/XC472388.ogg
brican1,[],"['adult', 'sex uncertain', 'song']",-25.3658,31.0204,Crithagra sulphurata,Brimstone Canary,Paul Bourdin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/650874,brican1/XC650874.ogg
brican1,[],['song'],-33.5444,26.7468,Crithagra sulphurata,Brimstone Canary,Tim Cockcroft,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/655193,brican1/XC655193.ogg
brican1,[],"['adult', 'male', 'song']",-33.295,26.5088,Crithagra sulphurata,Brimstone Canary,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,http://xeno-canto.org/674311,brican1/XC674311.ogg
brobab1,[],['call'],15.865,-16.5121,Turdoides plebejus,Brown Babbler,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/234651,brobab1/XC234651.ogg
brobab1,[],['communal chatter'],12.6624,-7.9979,Turdoides plebejus,Brown Babbler,Rolf A. de By,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/372193,brobab1/XC372193.ogg
brobab1,[],['call'],12.3162,-1.7794,Turdoides plebejus,Brown Babbler,Étienne Leroy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/390804,brobab1/XC390804.ogg
